Month,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,Year,Date/Time Event Began,Date/Time Restoration
April,Texas,TRE,Severe Weather,0,0,2021,2021-04-13 16:49:00,2021-04-13 20:30:00
April,Wisconsin,MRO,System Operations,0,0,2021,2021-04-13 00:37:00,2021-04-13 04:19:00
April,Washington,RF,System Operations,0,0,2021,2021-04-14 10:19:00,2021-04-14 11:39:00
April,Minnesota,MRO,Transmission Interruption,0,0,2021,2021-04-21 20:31:00,2021-04-21 21:35:00
April,Texas,TRE,System Operations,0,0,2021,2021-04-21 13:13:00,2021-04-21 14:10:00
April,Wisconsin,MRO,System Operations,0,0,2021,2021-04-22 16:43:00,2021-04-22 17:14:00
April,California,WECC,Fuel Supply Deficiency,0,0,2021,2021-04-22 05:15:00,
April,Texas,TRE,Suspicious Activity,0,0,2021,2021-04-24 22:08:00,2021-04-24 23:41:00
April,Alabama,SERC,Severe Weather,137,18860,2021,2021-04-24 21:00:00,2021-04-25 10:43:00
April,Tennessee,SERC,Vandalism,0,0,2021,2021-04-25 08:20:00,
April,Maine,NPCC,System Operations,0,0,2021,2021-04-26 11:18:00,2021-04-26 13:00:00
May,New Hampshire,NPCC,System Operations,0,0,2021,2021-05-02 19:58:00,2021-05-02 20:22:00
May,Oklahoma,MRO,System Operations,0,0,2021,2021-05-03 11:21:00,2021-05-03 11:53:00
May,South Carolina,SERC,Suspicious Activity,0,0,2021,2021-05-03 07:52:00,2021-05-03 07:53:00
May,Arkansas,SERC,Severe Weather,Unknown,104027,2021,2021-05-04 15:45:00,2021-05-05 10:00:00
May,Mississippi,SERC,Severe Weather,175,24457,2021,2021-05-04 18:06:00,2021-05-05 17:48:00
May,Michigan,RF,Vandalism,0,0,2021,2021-05-05 11:50:00,2021-05-08 11:50:00
May,Missouri,SERC,System Operations,0,0,2021,2021-05-06 17:00:00,2021-05-06 17:15:00
May,Pennsylvania,RF,System Operations,0,0,2021,2021-05-10 02:28:00,2021-05-10 03:21:00
May,Indiana,RF,System Operations,0,0,2021,2021-05-10 12:17:00,2021-05-10 12:54:00
May,Texas,TRE,Vandalism,0,0,2021,2021-05-11 23:01:00,2021-05-12 08:29:00
May,Wisconsin,MRO,System Operations,0,0,2021,2021-05-11 09:32:00,2021-05-11 10:38:00
May,Idaho,WECC,Vandalism,0,0,2021,2021-05-14 22:00:00,2021-05-17 06:00:00
May,Pennsylvania,RF,Suspicious Activity,0,0,2021,2021-05-14 08:30:00,2021-05-14 16:00:00
May,Texas,TRE,Severe Weather,Unknown,125000,2021,2021-05-18 23:25:00,2021-05-19 20:30:00
May,Delaware,RF,Vandalism,0,0,2021,2021-05-18 12:15:00,2021-05-18 20:18:00
May,Florida,SERC,Transmission Interruption,0,35000,2021,2021-05-20 10:06:00,2021-05-20 13:45:00
May,California,WECC,Vandalism,0,0,2021,2021-05-20 07:25:00,2021-05-20 07:26:00
May,Utah,WECC,Vandalism,0,0,2021,2021-05-24 13:14:00,2021-05-24 13:15:00
May,Ohio,RF,System Operations,0,0,2021,2021-05-25 12:56:00,2021-05-25 13:41:00
May,California,WECC,Transmission Interruption,0,0,2021,2021-05-27 18:51:00,2021-05-28 15:56:00
May,Oregon,WECC,System Operations,0,0,2021,2021-05-27 00:05:00,2021-05-27 00:45:00
May,Florida,SERC,Transmission Interruption,1850,10000,2021,2021-05-28 21:24:00,2021-05-28 21:25:00
May,California,WECC,Actual Physical Attack,0,655,2021,2021-05-28 20:00:00,2021-05-28 21:29:00
May,Minnesota,MRO,System Operations,0,0,2021,2021-05-28 22:13:00,2021-05-28 23:34:00
June,Indiana,RF,Transmission Interruption,Unknown,0,2021,2021-06-06 14:57:00,2021-06-06 16:00:00
June,Minnesota,MRO,Severe Weather/Transmission Interruption,23,1,2021,2021-06-07 22:27:00,2021-06-08 00:33:00
June,Texas,TRE,Generation Inadequacy,1435,0,2021,2021-06-07 13:26:00,2021-06-07 13:27:00
June,New Mexico,WECC,System Operations,0,0,2021,2021-06-07 15:19:00,2021-06-07 18:22:00
June,Texas,TRE,Vandalism,0,0,2021,2021-06-08 15:00:00,2021-06-08 15:01:00
June,New Mexico,WECC,System Operations,0,0,2021,2021-06-09 19:09:00,2021-06-09 20:50:00
June,Kansas,MRO,Transmission Interruption,90,9800,2021,2021-06-10 22:28:00,2021-06-10 23:07:00
June,South Dakota,MRO,Severe Weather/Transmission Interruption,0,0,2021,2021-06-11 03:26:00,2021-06-11 03:48:00
June,Texas,TRE,System Operations,Unknown,Unknown,2021,2021-06-14 12:55:00,2021-06-18 19:00:00
June,Texas,TRE,System Operations,Unknown,Unknown,2021,2021-06-14 12:15:00,2021-06-18 19:00:00
June,Utah,WECC,Suspicious Activity,0,0,2021,2021-06-14 02:10:00,2021-06-14 02:11:00
June,Texas,TRE,Cyber Event,Unknown,Unknown,2021,2021-06-15 11:55:00,2021-06-15 21:17:00
June,Kansas,MRO,System Operations,0,0,2021,2021-06-15 11:30:00,2021-06-15 13:35:00
June,Louisiana,SERC,Transmission Interruption,7,1841,2021,2021-06-16 10:40:00,2021-06-16 10:43:00
June,Maine,NPCC,System Operations,0,0,2021,2021-06-16 04:10:00,2021-06-16 06:39:00
June,Florida,SERC,Vandalism,0,0,2021,2021-06-16 10:25:00,2021-06-16 15:16:00
June,California,WECC,System Operations,93,51806,2021,2021-06-19 18:54:00,2021-06-19 21:01:00
June,Arkansas,SERC,Suspicious Activity,0,0,2021,2021-06-21 15:50:00,2021-06-21 16:50:00
June,Michigan,RF,Severe Weather,Unknown,151852,2021,2021-06-21 05:14:00,2021-06-21 19:00:00
June,Missouri,SERC,System Operations,0,0,2021,2021-06-23 15:47:00,2021-06-23 16:44:00
June,California,WECC,Transmission Interruption,36,7621,2021,2021-06-24 03:34:00,2021-06-24 05:07:00
June,Washington,SERC,Vandalism,0,0,2021,2021-06-24 07:07:00,2021-06-24 13:48:00
June,North Dakota,MRO,Vandalism,4,1003,2021,2021-06-27 20:10:00,2021-06-27 21:30:00
June,New York,NPCC,Vandalism,Unknown,982,2021,2021-06-27 02:27:00,2021-06-27 03:30:00
June,Washington,WECC,Severe Weather,44,Unknown,2021,2021-06-28 13:20:00,
June,North Carolina,SERC,Transmission Interruption,0,0,2021,2021-06-28 11:22:00,
June,Michigan,RF,Severe Weather,Unknown,53000,2021,2021-06-29 16:00:00,
June,Connecticut,NPCC,Severe Weather,Unknown,53103,2021,2021-06-30 18:50:00,
July,New Mexico,WECC,Vandalism,45,34509,2021,2021-07-03 23:08:00,2021-07-04 02:16:00
July,Washington,WECC,Natural Disaster,0,0,2021,2021-07-04 15:33:00,2021-07-04 20:32:00
July,New York,NPCC,Transmission Interruption,0,0,2021,2021-07-05 05:32:00,2021-07-05 08:58:00
July,Ohio,RF/SERC,Transmission Interruption,0,0,2021,2021-07-05 14:04:00,2021-07-05 14:41:00
July,Ohio,RF,Severe Weather/Transmisison Interruption,Unknown,136827,2021,2021-07-06 19:41:00,2021-07-06 21:50:00
July,Florida,SERC,Transmission Interruption,450,0,2021,2021-07-07 00:02:00,2021-07-07 00:20:00
July,Michigan,RF,Severe Weather,Unknown,90000,2021,2021-07-07 15:30:00,
July,New York,NPCC,Severe Weather/Transmisison Interruption,0,0,2021,2021-07-08 17:01:00,2021-07-08 17:24:00
July,North Dakota,MRO,Severe Weather/Transmisison Interruption,88,0,2021,2021-07-08 20:29:00,2021-07-08 20:33:00
July,California,WECC,Fuel Supply Deficiency,810,Unknown,2021,2021-07-09 17:44:00,2021-07-09 21:05:00
July,California,WECC,Severe Weather,230,47000,2021,2021-07-09 20:25:00,2021-07-10 21:00:00
July,Nebraska,MRO/SERC,Severe Weather/Transmisison Interruption,Unknown,211500,2021,2021-07-10 00:30:00,2021-07-10 05:00:00
July,Nebraska,MRO,Severe Weather,Unknown,188000,2021,2021-07-10 00:00:00,2021-07-11 16:00:00
July,Missouri,SERC,Severe Weather,Unknown,52000,2021,2021-07-10 01:55:00,2021-07-10 01:56:00
July,Nevada,WECC,Transmission Interruption,9000,1300000,2021,2021-07-10 18:00:00,2021-07-10 21:00:00
July,Missouri,MRO/SERC,Severe Weather/Transmisison Interruption,Unknown,212500,2021,2021-07-10 00:30:00,2021-07-10 05:00:00
July,Nevada,WECC,Transmission Interruption,9000,1300000,2021,2021-07-11 18:00:00,2021-07-11 21:00:00
July,Colorado,WECC,Sabotage,0,0,2021,2021-07-12 15:51:00,2021-07-13 17:00:00
July,California,WECC,Severe Weather/Transmisison Interruption,35,11000,2021,2021-07-14 14:15:00,2021-07-14 14:16:00
July,Illinois,RF,Transmission Interruption,0,0,2021,2021-07-18 04:00:00,2021-07-18 09:46:00
July,Ohio,RF,System Operations,0,0,2021,2021-07-20 16:21:00,2021-07-20 17:00:00
July,Pennsylvania,RF,Severe Weather,Unknown,81503,2021,2021-07-21 14:45:00,2021-07-22 12:00:00
July,California,WECC,System Operations,220,0,2021,2021-07-22 14:00:00,2021-07-22 14:40:00
July,Minnesota,MRO/RF,System Operations,15,3500,2021,2021-07-23 08:09:00,2021-07-23 08:30:00
July,Virginia,RF/SERC,System Operations,0,0,2021,2021-07-23 08:20:00,2021-07-23 10:45:00
July,Michigan,RF,Severe Weather,Unknown,225949,2021,2021-07-24 20:30:00,
July,Nevada,WECC,Vandalism,0,0,2021,2021-07-26 07:54:00,
July,Maine,NPCC,System Operations,0,0,2021,2021-07-28 12:54:00,2021-07-28 15:42:00
July,Wisconsin,MRO,Cyber Event,0,0,2021,2021-07-30 08:02:00,2021-07-30 09:34:00
August,Nevada,WECC,Vandalism,0,0,2021,2021-08-01 09:00:00,2021-08-04 09:00:00
August,California,WECC,Severe Weather,95,65888,2021,2021-08-01 23:37:00,2021-08-02 00:00:00
August,Texas,TRE,Severe Weather/Transmission Interruption,43,19000,2021,2021-08-02 06:23:00,2021-08-02 15:55:00
August,Texas,TRE,Severe Weather/Transmission Interruption,24,9400,2021,2021-08-02 00:18:00,2021-08-02 10:47:00
August,Texas,TRE,Suspicious Activity,0,0,2021,2021-08-03 07:05:00,2021-08-03 07:32:00
August,Oregon,WECC,System Operations,4,Unknown,2021,2021-08-03 04:35:00,2021-08-03 05:28:00
August,Michigan,RF,Severe Weather,Unknown,372600,2021,2021-08-10 22:30:00,2021-08-13 16:38:00
August,Illinois,RF/SERC,Severe Weather,Unknown,318761,2021,2021-08-10 20:30:00,2021-08-11 19:00:00
August,Wisconsin,RF/SERC,Severe Weather,Unknown,233000,2021,2021-08-10 20:00:00,
August,Michigan,RF,Severe Weather,Unknown,700000,2021,2021-08-11 15:35:00,
August,Ohio,RF,Severe Weather,Unknown,92109,2021,2021-08-11 19:12:00,2021-08-11 21:49:00
August,Illinois,RF/SERC,Severe Weather,Unknown,101000,2021,2021-08-12 18:57:00,2021-08-13 06:00:00
August,Massachusetts,NPCC,System Operations,0,0,2021,2021-08-12 22:03:00,2021-08-12 22:44:00
August,California,WECC,Actual Physical Attack,0,0,2021,2021-08-15 17:17:00,2021-08-16 03:30:00
August,Montana,WECC,Vandalism,0,0,2021,2021-08-16 16:11:00,2021-08-16 16:31:00
August,California,WECC,Severe Weather,234,71000,2021,2021-08-17 19:15:00,2021-08-18 17:45:00
August,California,WECC,Vandalism,Unknown,0,2021,2021-08-17 14:00:00,2021-08-18 14:00:00
August,Texas,TRE,System Operations,0,0,2021,2021-08-18 11:40:00,2021-08-18 12:13:00
August,California,WECC,Vandalism,0,0,2021,2021-08-20 15:35:00,2021-08-20 16:35:00
August,Oregon,WECC,Vandalism,0,0,2021,2021-08-20 02:00:00,2021-08-20 03:00:00
August,Idaho,WECC,Severe Weather,0,418,2021,2021-08-21 10:14:00,2021-08-21 10:52:00
August,Connecticut,NPCC,Severe Weather,Unknown,28134,2021,2021-08-22 12:11:00,2021-08-23 16:30:00
August,Michigan,RF,Severe Weather,Unknown,65000,2021,2021-08-24 21:37:00,
August,Michigan,RF,Severe Weather,Unknown,84987,2021,2021-08-24 17:00:00,2021-08-26 14:07:00
August,Arkansas,SERC,Suspicious Activity,0,0,2021,2021-08-27 06:16:00,2021-08-27 10:14:00
August,Louisiana,SERC,Severe Weather,Unknown,Unknown,2021,2021-08-29 11:30:00,
August,Louisiana,SERC,Severe Weather,Unknown,Unknown,2021,2021-08-29 18:04:00,2021-08-31 22:36:00
August,Louisiana,SERC,Severe Weather,Unknown,91315,2021,2021-08-29 18:00:00,2021-09-03 13:41:00
August,Louisiana,SERC,Severe Weather,Unknown,50000,2021,2021-08-29 22:39:00,2021-09-03 08:38:00
August,New York,NPCC,Transmission Interruption,796,0,2021,2021-08-29 20:25:00,
August,Louisiana,SERC,Transmission Interruption,Unknown,Unknown,2021,2021-08-29 09:32:00,2021-08-29 21:32:00
August,Louisiana,SERC,Severe Weather,Unknown,Unknown,2021,2021-08-29 17:53:00,
August,Florida,SERC,Actual Physical Attack,0,0,2021,2021-08-30 21:17:00,2021-09-01 15:19:00
September,California,WECC,Vandalism,0,0,2021,2021-09-01 06:22:00,2021-09-01 15:56:00
September,Pennsylvania,RF,Severe Weather,Unknown,252740,2021,2021-09-01 17:30:00,2021-09-02 02:00:00
September,Texas,TRE,Suspicious Activity,0,0,2021,2021-09-02 14:07:00,2021-09-02 14:10:00
September,Michigan,RF,Severe Weather,Unknown,80000,2021,2021-09-07 17:30:00,2021-09-09 09:00:00
September,Michigan,RF,Severe Weather,Unknown,60000,2021,2021-09-07 20:00:00,2021-09-09 07:00:00
September,North Dakota,MRO,Transmission Interruption,37,1,2021,2021-09-08 12:15:00,2021-09-08 12:38:00
September,California,WECC,Vandalism,0,0,2021,2021-09-09 16:00:00,2021-09-09 17:30:00
September,Nevada,WECC,System Operations,8000,1300000,2021,2021-09-09 17:00:00,2021-09-09 20:00:00
September,North Dakota,MRO,Transmission Interruption,6,1,2021,2021-09-10 11:17:00,2021-09-10 11:19:00
September,Iowa,MRO,Vandalism,0,0,2021,2021-09-10 14:05:00,
September,California,WECC,Severe Weather,89,59649,2021,2021-09-10 07:20:00,2021-09-10 09:05:00
September,Florida,SERC,Severe Weather,75,Unknown,2021,2021-09-10 01:55:00,2021-09-10 02:04:00
September,Texas,TRE/SERC,Actual Physical Attack,0,0,2021,2021-09-11 08:32:00,
September,Washington,WECC,Transmission Interruption,0,0,2021,2021-09-13 12:18:00,2021-09-13 13:15:00
September,Texas,TRE,Severe Weather,Unknown,204280,2021,2021-09-13 23:59:00,
September,Texas,TRE,Transmission Interruption,0,0,2021,2021-09-13 13:10:00,
September,Texas,TRE,Severe Weather,Unknown,66589,2021,2021-09-13 18:00:00,2021-09-14 00:49:00
September,Texas,TRE,Severe Weather,1905,705415,2021,2021-09-14 00:35:00,2021-09-18 19:20:00
September,Texas,TRE,Severe Weather,0,Unknown,2021,2021-09-14 07:36:00,2021-09-15 01:48:00
September,Texas,TRE,Severe Weather,0,Unknown,2021,2021-09-14 07:52:00,2021-09-14 22:44:00
September,Texas,TRE/SERC/WECC,System Operations,0,0,2021,2021-09-15 22:42:00,2021-09-16 00:37:00
September,Oklahoma,MRO/SERC,Transmission Interruption,100,4000,2021,2021-09-16 14:49:00,2021-09-16 20:02:00
September,Oklahoma,MRO/SERC,Transmission Interruption,100,4000,2021,2021-09-16 14:49:00,2021-09-16 20:02:00
September,Washington,WECC,Severe Weather/Transmission Interruption,Unknown,87000,2021,2021-09-17 23:00:00,2021-09-19 12:00:00
September,Indiana,RF,Suspicious Activity,0,0,2021,2021-09-17 03:50:00,2021-09-18 04:08:00
September,Minnesota,MRO,Severe Weather,Unknown,82000,2021,2021-09-17 03:00:00,2021-09-18 22:00:00
September,Indiana,RF,Suspicious Activity,0,0,2021,2021-09-18 04:30:00,2021-09-18 06:00:00
September,Michigan,RF,Severe Weather,Unknown,136000,2021,2021-09-22 17:17:00,
September,California,WECC,Vandalism,1,0,2021,2021-09-22 09:36:00,2021-09-23 11:45:00
September,Kentucky,SERC,Transmission Interruption,20,5000,2021,2021-09-28 13:44:00,2021-09-28 13:56:00
September,Missouri,MRO/SERC,System Operations,150,0,2021,2021-09-29 11:48:00,2021-09-29 12:21:00
October,Texas,TRE,Suspicious Activity,0,0,2021,2021-10-03 10:40:00,2021-10-03 11:54:00
October,Utah,WECC,Vandalism,Unknown,0,2021,2021-10-04 07:00:00,2021-10-04 08:00:00
October,California,WECC,Vandalism,0,0,2021,2021-10-05 11:31:00,2021-10-05 11:32:00
October,California,WECC,Vandalism,0,0,2021,2021-10-05 11:31:00,2021-10-05 11:32:00
October,Maryland,RF,Vandalism,0,0,2021,2021-10-07 17:15:00,2021-10-09 18:15:00
October,California,WECC,Vandalism,0,0,2021,2021-10-08 06:30:00,2021-10-08 10:00:00
October,Ohio,RF,System Operations,210,0,2021,2021-10-08 14:30:00,2021-10-08 18:32:00
October,North Carolina,SERC,System Operations,0,0,2021,2021-10-09 17:01:00,2021-10-10 06:30:00
October,Texas,TRE,Severe Weather,Unknown,110000,2021,2021-10-10 22:15:00,2021-10-12 17:00:00
October,California,WECC,Severe Weather,126,84000,2021,2021-10-11 14:22:00,2021-10-11 20:30:00
October,Illinois,RF,Suspicious Activity,0,0,2021,2021-10-12 20:08:00,2021-10-12 20:09:00
October,Oregon,WECC,Transmission Interruption,Unknown,Unknown,2021,2021-10-16 14:16:00,2021-10-16 18:41:00
October,Pennsylvania,RF,System Operations,0,0,2021,2021-10-18 22:18:00,2021-10-18 23:30:00
October,Pennsylvania,RF,Suspicious Activity,0,0,2021,2021-10-18 23:26:00,2021-10-19 15:00:00
October,Georgia,SERC,Suspicious Activity,0,0,2021,2021-10-18 23:27:00,2021-10-19 10:05:00
October,Missouri,SERC/MRO,Suspicious Activity,0,0,2021,2021-10-18 22:26:00,2021-10-19 08:19:00
October,Florida,SERC,Vandalism,0,0,2021,2021-10-18 11:47:00,2021-10-18 11:48:00
October,Ohio,RF,System Operations,42,1,2021,2021-10-19 15:34:00,2021-10-19 16:26:00
October,Wisconsin,MRO/RF,System Operations,0,0,2021,2021-10-20 23:00:00,2021-10-21 01:20:00
October,Louisiana,SERC,System Operations,132,0,2021,2021-10-22 19:55:00,2021-10-23 05:55:00
October,California,WECC,Severe Weather,116,59000,2021,2021-10-24 08:55:00,2021-10-25 18:15:00
October,Washington,WECC,Severe Weather,Unknown,233000,2021,2021-10-24 07:00:00,2021-10-26 21:30:00
October,Louisiana,SERC,System Operations,0,0,2021,2021-10-27 17:57:00,2021-10-28 16:49:00
October,Connecticut,NPCC,Severe Weather,Unknown,169000,2021,2021-10-27 02:25:00,2021-10-29 08:37:00
October,Montana,WECC,System Operations,20,0,2021,2021-10-28 12:47:00,2021-10-28 13:05:00
October,Texas,TRE,Severe Weather,Unknown,250000,2021,2021-10-28 14:15:00,2021-10-30 08:00:00
October,Texas,TRE,Severe Weather,Unknown,130000,2021,2021-10-28 14:45:00,2021-10-29 20:30:00
October,Texas,TRE,Actual Physical Attack/Vandalism,Unknown,Unknown,2021,2021-10-28 12:06:00,2021-10-28 12:30:00
October,Vermont,NPCC,Suspicious Activity,0,0,2021,2021-10-29 14:20:00,2021-10-29 15:00:00
October,New Jersey,RF,Suspicious Activity,Unknown,Unknown,2021,2021-10-30 07:31:00,
October,California,WECC,Vandalism,0,0,2021,2021-10-31 07:49:00,2021-10-31 09:32:00
November,Montana,WECC,System Operations,44,Unknown,2021,2021-11-04 21:34:00,2021-11-04 22:57:00
November,Pennsylvania,RF,Suspicious Activity,0,0,2021,2021-11-06 06:45:00,2021-11-06 07:00:00
November,Washington,WECC,Suspicious Activity,Unknown,350,2021,2021-11-06 08:40:00,2021-11-06 08:41:00
November,Washington,WECC,System Operations,9,Unknown,2021,2021-11-08 22:53:00,2021-11-08 23:33:00
November,Mississippi,SERC,System Operations,Unknown,Unknown,2021,2021-11-09 18:00:00,2021-11-09 20:00:00
November,Indiana,RF,Vandalism,0,0,2021,2021-11-09 08:50:00,2021-11-09 16:00:00
November,Texas,TRE,Transmission Interruption,0,0,2021,2021-11-10 21:19:00,2021-11-11 01:19:00
November,New York,NPCC,Transmission Interruption,0,0,2021,2021-11-10 09:49:00,2021-11-10 10:05:00
November,Texas,TRE,System Operations,67,Unknown,2021,2021-11-11 05:52:00,2021-11-11 06:09:00
November,Oregon,WECC,Vandalism,0,0,2021,2021-11-12 07:00:00,2021-11-12 07:14:00
November,Colorado,WECC,Suspicious Activity,0,0,2021,2021-11-15 11:47:00,
November,Washington,WECC,Severe Weather,Unknown,90000,2021,2021-11-15 11:00:00,2021-11-17 06:00:00
November,California,WECC,Suspicious Activity,0,0,2021,2021-11-16 00:42:00,2021-11-16 07:35:00
November,Maryland,RF,System Operations,0,0,2021,2021-11-16 17:37:00,2021-11-16 18:21:00
November,Michigan,RF,System Operations,0,0,2021,2021-11-17 12:43:00,2021-11-17 13:25:00
November,Colorado,WECC,Vandalism,0,0,2021,2021-11-17 13:12:00,
November,Wisconsin,MRO/RF,Cyber Event,0,0,2021,2021-11-21 10:00:00,2021-11-21 10:01:00
November,California,WECC,Severe Weather,Unknown,81406,2021,2021-11-24 10:00:00,2021-11-26 10:21:00
November,North Carolina,SERC,System Operations,0,0,2021,2021-11-30 06:46:00,2021-11-30 06:47:00
November,Texas,TRE,Suspicious Activity,0,0,2021,2021-11-30 06:52:00,2021-11-30 07:25:00
November,California,WECC,System Operations,10,6000,2021,2021-11-30 13:47:00,2021-11-30 14:21:00
November,Oregon,WECC,Vandalism,0,0,2021,2021-11-30 05:00:00,2021-11-30 05:01:00
December,Wisconsin,MRO,System Operations,0,0,2021,2021-12-01 10:04:00,2021-12-01 13:08:00
December,Texas,TRE,System Operations,0,0,2021,2021-12-02 10:33:00,2021-12-02 13:10:00
December,Indiana,RF,Transmission Interruption,0,0,2021,2021-12-07 14:33:00,2021-12-07 15:40:00
December,New York,NPCC,System Operations,0,0,2021,2021-12-08 09:04:00,2021-12-08 09:35:00
December,Idaho,WECC,Vandalism,0,0,2021,2021-12-10 12:06:00,2021-12-10 13:07:00
December,Tennessee,SERC,Severe Weather,177,107344,2021,2021-12-11 03:13:00,2021-12-15 15:30:00
December,New York,NPCC,Severe Weather,Unknown,103000,2021,2021-12-11 18:16:00,2021-12-13 17:00:00
December,Michigan,MRO,Severe Weather,Unknown,182410,2021,2021-12-11 11:13:00,2021-12-12 23:06:00
December,Michigan,MRO,Severe Weather,Unknown,159947,2021,2021-12-11 10:30:00,2021-12-11 15:00:00
December,Louisiana,SERC,Vandalism,36,Unknown,2021,2021-12-12 06:14:00,2021-12-12 06:40:00
December,California,WECC,Severe Weather,120,65994,2021,2021-12-14 07:28:00,2021-12-14 13:43:00
December,Washington,WECC,System Operations,0,0,2021,2021-12-14 09:39:00,2021-12-14 09:48:00
December,Kansas,MRO,Severe Weather,Unknown,174000,2021,2021-12-15 19:00:00,2021-12-16 03:00:00
December,Iowa,MRO,Severe Weather,Unknown,134000,2021,2021-12-15 18:00:00,2021-12-16 09:00:00
December,Missouri,SERC/MRO,Severe Weather,0,258000,2021,2021-12-15 16:37:00,2021-12-16 11:30:00
December,Wisconsin,MRO,Severe Weather,Unknown,80000,2021,2021-12-15 20:00:00,
December,Wisconsin,MRO,Severe Weather,Unknown,156000,2021,2021-12-15 20:00:00,
December,Iowa,MRO,Severe Weather,Unknown,Unknown,2021,2021-12-15 21:00:00,
December,Nebraska,MRO,System Operations,5,Unknown,2021,2021-12-15 15:56:00,2021-12-15 17:27:00
December,Missouri,SERC/MRO,Severe Weather,Unknown,Unknown,2021,2021-12-15 16:37:00,
December,Michigan,MRO,Severe Weather,Unknown,200675,2021,2021-12-16 06:00:00,2021-12-16 20:00:00
December,California,WECC,Suspicious Activity,10,11770,2021,2021-12-18 13:04:00,2021-12-18 21:59:00
December,Texas,TRE,Suspicious Activity,0,0,2021,2021-12-19 20:48:00,2021-12-19 21:00:00
December,Texas,TRE,System Operations,22,Unknown,2021,2021-12-21 21:59:00,2021-12-22 14:15:00
December,Pennsylvania,RF,Suspicious Activity,0,0,2021,2021-12-23 01:10:00,2021-12-23 01:15:00
December,Massachusetts,NPCC,System Operations,0,0,2021,2021-12-23 14:02:00,2021-12-23 14:55:00
December,Texas,TRE,System Operations,Unknown,Unknown,2021,2021-12-24 00:34:00,2021-12-24 06:40:00
December,California,WECC,Severe Weather,381,115830,2021,2021-12-27 04:11:00,2022-01-01 02:41:00
December,California,WECC,System Operations,120,65994,2021,2021-12-27 21:01:00,2021-12-30 09:11:00
December,Nevada,WECC,System Operations,0,0,2021,2021-12-29 11:00:00,2021-12-29 12:00:00
December,Missouri,SERC,Vandalism,0,0,2021,2021-12-30 18:51:00,
January,Washington,WECC,System Operations,0,0,2022,2022-01-01 12:36:00,2022-01-01 14:12:00
January,Washington,WECC,System Operations,0,0,2022,2022-01-01 12:36:00,2022-01-02 19:43:00
January,Georgia,SERC,Vandalism,0,0,2022,2022-01-01 01:01:00,
January,New Hampshire,NPCC,Suspicious Activity,2,845,2022,2022-01-01 00:06:00,2022-01-01 05:51:00
January,California,WECC,Severe Weather,3,1706,2022,2022-01-02 13:21:00,2022-01-02 17:38:00
January,Washington,WECC,Vandalism,0,0,2022,2022-01-03 12:45:00,2022-01-03 12:46:00
January,South Carolina,SERC,Severe Weather,Unknown,60424,2022,2022-01-03 05:00:00,2022-01-04 18:00:00
January,North Carolina,SERC,Severe Weather,Unknown,142000,2022,2022-01-03 05:30:00,2022-01-04 12:30:00
January,Georgia,SERC,Severe Weather,283,40885,2022,2022-01-03 01:00:00,2022-01-03 14:00:00
January,Massachusetts,NPCC,System Operations,0,0,2022,2022-01-05 12:32:00,2022-01-05 12:45:00
January,Florida,SERC,Vandalism,0,0,2022,2022-01-08 02:20:00,2022-01-12 07:40:00
January,New Hampshire,NPCC,Suspicious Activity,0,0,2022,2022-01-08 18:07:00,2022-01-08 22:26:00
January,Texas,TRE,System Operations,0,0,2022,2022-01-08 02:56:00,2022-01-08 03:03:00
January,Mississippi,SERC,System Operations,Unknown,Unknown,2022,2022-01-09 18:08:00,
January,Indiana,SERC/RF,System Operations,Unknown,Unknown,2022,2022-01-12 09:20:00,2022-01-12 10:25:00
January,Massachusetts,NPCC,Suspicious Activity,0,0,2022,2022-01-13 16:00:00,2022-01-13 16:01:00
January,Pennsylvania,NPCC,Suspicious Activity,0,0,2022,2022-01-14 13:50:00,2022-01-14 14:13:00
January,Texas,TRE/WECC,Transmission Interruption,0,0,2022,2022-01-14 08:34:00,2022-01-14 08:42:00
January,New York,NPCC,Suspicious Activity,0,0,2022,2022-01-15 14:09:00,2022-01-15 14:28:00
January,North Carolina,SERC,Severe Weather,Unknown,51289,2022,2022-01-16 12:05:00,2022-01-17 08:45:00
January,North Carolina,SERC,Severe Weather,Unknown,74638,2022,2022-01-16 13:15:00,2022-01-16 17:15:00
January,Georgia,SERC,Severe Weather,436,61113,2022,2022-01-16 05:15:00,2022-01-17 00:06:00
January,Texas,TRE,Cyber Event,0,0,2022,2022-01-18 22:22:00,2022-01-18 22:23:00
January,Maine,NPCC,System Operations,0,0,2022,2022-01-19 14:35:00,2022-01-19 16:02:00
January,Mississippi,TRE/SERC,Severe Weather,0,0,2022,2022-01-20 19:57:00,2022-01-21 05:30:00
January,Maine,NPCC,System Operations,0,0,2022,2022-01-20 09:00:00,2022-01-20 09:59:00
January,Pennsylvania,RF,Suspicious Activity,0,0,2022,2022-01-23 00:37:00,2022-01-23 00:42:00
January,Washington,WECC,System Operations,0,0,2022,2022-01-24 10:27:00,2022-01-24 10:51:00
January,New York,NPCC,Sabotage,0,0,2022,2022-01-24 11:50:00,2022-01-24 16:00:00
January,Florida,SERC,System Operations,0,0,2022,2022-01-26 13:37:00,2022-01-26 14:15:00
January,Nevada,WECC,Vandalism,0,0,2022,2022-01-27 11:30:00,2022-01-27 11:31:00
