Month,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,Year,Date/Time Event Began,Date/Time Restoration,Event Duration (hours)
August,New York,NPCC,Severe Weather,500.0,187068.0,2020,2020-08-07 05:13:00,,
August,Iowa,MRO,Severe Weather,550.0,,2020,2020-08-10 11:00:00,2020-08-10 16:00:00,5.0
August,Illinois,SERC,Severe Weather,,135000.0,2020,2020-08-10 16:00:00,2020-08-13 15:00:00,23.0
August,Iowa,MRO,Severe Weather,,,2020,2020-08-10 12:49:00,,
August,Indiana,RF,Severe Weather,,95300.0,2020,2020-08-10 22:39:00,2020-08-13 15:48:00,17.15
August,Illinois,SERC,Severe Weather,,856000.0,2020,2020-08-10 14:30:00,,
August,New York,NPCC,System Operations,0.0,0.0,2020,2020-08-10 22:25:00,2020-08-10 23:02:00,0.62
August,Iowa,MRO,Severe Weather,1400.0,250000.0,2020,2020-08-10 12:38:00,,
August,Iowa,MRO,Severe Weather,950.0,300000.0,2020,2020-08-10 10:00:00,,
August,Texas,TRE,System Operations,218.0,57060.0,2020,2020-08-13 13:51:00,2020-08-13 16:27:00,2.6
August,California,WECC,System Operations,560.0,220000.0,2020,2020-08-14 18:36:00,2020-08-14 20:42:00,2.1
August,Louisiana,SERC,Transmission Interruption,101.0,12671.0,2020,2020-08-14 16:39:00,2020-08-14 17:42:00,1.05
August,California,WECC,Severe Weather,1120.0,,2020,2020-08-14 17:15:00,2020-08-15 21:00:00,3.75
August,California,WECC,System Operations,1419.0,132000.0,2020,2020-08-14 18:45:00,2020-08-14 21:12:00,2.45
August,Minnesota,MRO,Severe Weather,,60000.0,2020,2020-08-14 20:00:00,2020-08-16 17:00:00,21.0
August,California,WECC,System Operations,459.0,220000.0,2020,2020-08-15 18:25:00,2020-08-15 19:44:00,1.32
August,California,WECC,Severe Weather,795.0,,2020,2020-08-15 14:53:00,2020-08-15 20:00:00,5.12
August,California,WECC,System Operations,200.0,70000.0,2020,2020-08-15 15:00:00,2020-08-15 19:45:00,4.75
August,Washington,WECC,Vandalism,0.0,8.0,2020,2020-08-15 17:00:00,,
August,Connecticut,NPCC,Suspicious Activity,0.0,0.0,2020,2020-08-15 17:41:00,2020-08-15 18:48:00,1.12
August,Texas,TRE,Severe Weather,,300000.0,2020,2020-08-16 20:00:00,2020-08-18 21:00:00,1.0
August,California,WECC,Severe Weather,409.0,124266.0,2020,2020-08-16 03:44:00,2020-08-17 14:18:00,10.57
August,California,WECC,Severe Weather,712.0,,2020,2020-08-16 17:30:00,2020-08-16 19:10:00,1.67
August,California,WECC,Severe Weather,2.0,2.0,2020,2020-08-17 08:21:00,2020-08-17 09:01:00,0.67
August,California,WECC,Severe Weather,829.0,,2020,2020-08-17 15:05:00,2020-08-17 21:24:00,6.32
August,California,WECC,Potential Physical Attack,0.0,0.0,2020,2020-08-18 19:00:00,2020-08-18 19:30:00,0.5
August,Nevada,WECC,Severe Weather,7800.0,1400000.0,2020,2020-08-18 14:00:00,2020-08-18 21:00:00,7.0
August,California,WECC,System Operations,0.0,0.0,2020,2020-08-18 21:55:00,2020-08-18 22:10:00,0.25
August,California,WECC,Severe Weather,917.0,,2020,2020-08-18 13:30:00,2020-08-18 20:30:00,7.0
August,Texas,TRE,Transmission Interruption,205.0,238.0,2020,2020-08-18 14:44:00,2020-08-18 15:14:00,0.5
August,Arizona,WECC,Severe Weather,0.0,,2020,2020-08-18 14:30:00,,
August,Ohio,RF,Transmission Interruption,22.0,16107.0,2020,2020-08-19 01:27:00,2020-08-19 03:03:00,1.6
August,Arizona,WECC,Severe Weather,1200.0,0.0,2020,2020-08-19 14:00:00,2020-08-19 21:00:00,7.0
August,Nevada,WECC,Severe Weather,7500.0,1400000.0,2020,2020-08-19 14:00:00,2020-08-19 21:00:00,7.0
August,California,WECC,Severe Weather,,,2020,2020-08-19 12:00:00,2020-08-19 21:00:00,9.0
August,Maine,NPCC,System Operations,0.0,0.0,2020,2020-08-20 00:03:00,2020-08-20 14:05:00,14.03
August,Mississippi,SERC,Vandalism,0.0,0.0,2020,2020-08-20 09:17:00,2020-08-20 13:42:00,4.42
August,Nebraska,MRO,Transmission Interruption,60.0,,2020,2020-08-20 15:29:00,2020-08-20 15:39:00,0.17
August,West Virginia,RF,Suspicious Activity,0.0,0.0,2020,2020-08-23 22:12:00,2020-08-23 22:15:00,0.05
August,"Texas, New Mexico",TRE,Severe Weather,,,2020,2020-08-23 10:30:00,,
August,Texas,TRE,Potential Physical Attack,0.0,0.0,2020,2020-08-24 23:00:00,2020-08-24 23:59:00,0.98
August,Colorado,WECC,Vandalism,0.0,0.0,2020,2020-08-25 02:43:00,2020-08-25 07:43:00,5.0
August,Louisiana,SERC,Severe Weather,200.0,50000.0,2020,2020-08-27 05:00:00,2020-09-03 12:00:00,7.0
August,Louisiana,SERC,Severe Weather,48.0,,2020,2020-08-27 07:00:00,2020-08-30 19:00:00,12.0
August,Texas,TRE,Severe Weather,,,2020,2020-08-27 12:44:00,2020-08-27 23:00:00,10.27
August,Texas,TRE,Severe Weather,581.0,,2020,2020-08-27 12:06:00,2020-08-27 22:49:00,10.72
August,Louisiana,SERC,Severe Weather,,130000.0,2020,2020-08-27 07:40:00,2020-08-31 07:40:00,0.0
August,Texas,TRE,Severe Weather,,615992.0,2020,2020-08-27 01:15:00,,
August,Louisiana,SERC,Severe Weather,,47927.0,2020,2020-08-27 07:40:00,2020-08-31 03:33:00,19.88
August,Texas,TRE,Severe Weather,573.0,,2020,2020-08-27 12:02:00,2020-08-27 22:54:00,10.87
August,Nebraska,MRO,System Operations,0.0,0.0,2020,2020-08-27 12:29:00,2020-08-27 12:59:00,0.5
August,Connecticut,NPCC,Severe Weather,100.0,60687.0,2020,2020-08-27 17:11:00,2020-08-28 10:00:00,16.82
August,Texas,TRE,Severe Weather,208.0,,2020,2020-08-27 13:24:00,,
August,Texas,TRE,Severe Weather,350.0,,2020,2020-08-27 12:06:00,,
August,West Virginia,RF,Suspicious Activity,2900.0,,2020,2020-08-27 06:00:00,2020-08-27 06:05:00,0.08
August,Louisiana,SERC,Severe Weather,,,2020,2020-08-27 03:14:00,,
August,Washington,WECC,Severe Weather,0.0,0.0,2020,2020-08-28 16:27:00,2020-08-28 19:26:00,2.98
August,Maine,NPCC,System Operations,0.0,0.0,2020,2020-08-28 00:25:00,2020-08-28 01:00:00,0.58
August,Texas,TRE,Severe Weather,,,2020,2020-08-29 03:35:00,2020-08-29 05:45:00,2.17
August,Washington,WECC,Vandalism,0.0,0.0,2020,2020-08-31 09:00:00,2020-08-31 15:53:00,6.88
September,California,WECC,Suspicious Activity,0.0,0.0,2020,2020-09-01 13:04:00,2020-09-01 13:05:00,0.02
September,Washington,WECC,Transmission Interruption,,,2020,2020-09-03 13:46:00,2020-09-03 22:47:00,9.02
September,Florida,FRCC,System Operations,0.0,0.0,2020,2020-09-04 01:07:00,2020-09-04 01:37:00,0.5
September,California,WECC,Severe Weather,986.0,,2020,2020-09-05 17:20:00,2020-09-05 20:37:00,3.28
September,California,WECC,Severe Weather,100.0,20000.0,2020,2020-09-05 17:25:00,2020-09-05 20:55:00,3.5
September,Nevada,WECC,Severe Weather,8180.0,1400000.0,2020,2020-09-06 16:00:00,2020-09-06 21:00:00,5.0
September,California,WECC,System Operations,1071.0,,2020,2020-09-06 16:30:00,2020-09-06 21:05:00,4.58
September,Washington,WECC,System Operations,0.0,0.0,2020,2020-09-06 17:36:00,2020-09-06 19:27:00,1.85
September,California,WECC,Severe Weather,,72000.0,2020,2020-09-06 17:00:00,2020-09-07 03:00:00,10.0
September,California,WECC,Transmission Interruption,610.0,172000.0,2020,2020-09-07 22:40:00,2020-09-09 17:24:00,18.73
September,Washington,WECC,Severe Weather,,71500.0,2020,2020-09-07 18:00:00,2020-09-08 18:00:00,0.0
September,Washington,WECC,Natural Disaster,80.0,21000.0,2020,2020-09-07 09:13:00,2020-09-08 06:00:00,20.78
September,Oregon,WECC,Severe Weather,2859.0,103000.0,2020,2020-09-07 19:05:00,2020-09-08 22:00:00,2.92
September,Michigan,RF,System Operations,265.0,0.0,2020,2020-09-08 09:50:00,2020-09-08 10:56:00,1.1
September,Minnesota,MRO,Suspicious Activity,0.0,0.0,2020,2020-09-09 22:16:00,2020-09-11 08:17:00,10.02
September,Idaho,WECC,Natural Disaster,0.0,0.0,2020,2020-09-09 11:22:00,2020-09-09 13:04:00,1.7
September,Alabama,SERC,Severe Weather/Transmission Interruption,236.0,34096.0,2020,2020-09-15 22:00:00,2020-09-20 15:00:00,17.0
September,North Dakota,MRO,System Operations,0.0,0.0,2020,2020-09-15 15:04:00,2020-09-15 15:37:00,0.55
September,Florida,FRCC,System Operations,0.0,0.0,2020,2020-09-16 07:00:00,2020-09-18 06:00:00,23.0
September,Alabama,SERC,Severe Weather,0.0,77600.0,2020,2020-09-16 03:00:00,2020-09-21 08:00:00,5.0
September,Maine,NPCC,Vandalism,0.0,0.0,2020,2020-09-16 02:09:00,2020-09-16 02:20:00,0.18
September,Oklahoma,SPP RE,Actual Physical Attack,0.0,,2020,2020-09-20 20:01:00,2020-09-21 15:44:00,19.72
September,California,WECC,System Operations,8.0,4350.0,2020,2020-09-22 10:02:00,2020-09-22 12:58:00,2.93
September,New Jersey,RF,Vandalism,0.0,0.0,2020,2020-09-23 12:00:00,2020-09-23 13:00:00,1.0
September,Nevada,WECC,Actual Physical Attack,26.0,13000.0,2020,2020-09-26 05:17:00,2020-09-26 05:41:00,0.4
September,California,WECC,Natural Disaster,337.0,102267.0,2020,2020-09-27 18:27:00,2020-09-28 15:17:00,20.83
September,Connecticut,NPCC,Severe Weather,,155000.0,2020,2020-09-30 05:55:00,2020-09-30 23:30:00,17.58
October,Virginia,SERC,Suspicious Activity,0.0,0.0,2020,2020-10-02 19:30:00,2020-10-04 06:30:00,11.0
October,Louisiana,SERC,Transmission Interruption,183.0,39089.0,2020,2020-10-07 13:45:00,2020-10-07 13:59:00,0.23
October,New York,NPCC,Severe Weather,,7500.0,2020,2020-10-07 16:00:00,,
October,Connecticut,NPCC,Severe Weather,,186600.0,2020,2020-10-07 18:50:00,2020-10-09 15:00:00,20.17
October,Colorado,WECC,Transmission Interruption,0.0,0.0,2020,2020-10-09 10:44:00,2020-10-09 22:25:00,11.68
October,Louisiana,SERC,Severe Weather,200.0,50000.0,2020,2020-10-09 20:00:00,2020-10-15 07:00:00,11.0
October,Louisiana,SERC,Severe Weather,,132200.0,2020,2020-10-09 19:50:00,2020-10-11 15:09:00,19.32
October,Louisiana,SERC,Severe Weather,,477966.0,2020,2020-10-09 17:30:00,2020-10-10 18:00:00,0.5
October,Louisiana,SERC,Severe Weather,,50000.0,2020,2020-10-09 20:00:00,2020-10-10 06:00:00,10.0
October,Washington,WECC,Transmission Interruption,0.0,0.0,2020,2020-10-10 23:10:00,2020-10-10 23:15:00,0.08
October,Oregon,WECC,System Operations,0.0,0.0,2020,2020-10-10 08:05:00,2020-10-10 12:00:00,3.92
October,Louisiana,SERC,Severe Weather,,,2020,2020-10-10 02:22:00,2020-10-10 05:00:00,2.63
October,Florida,FRCC,Transmission Interruption,0.0,0.0,2020,2020-10-12 04:06:00,2020-10-12 04:07:00,0.02
October,Washington,WECC,Severe Weather,,76000.0,2020,2020-10-13 13:14:00,2020-10-14 14:00:00,0.77
October,Texas,TRE,Transmission Interruption,18.0,,2020,2020-10-14 18:26:00,2020-10-15 13:11:00,18.75
October,Washington,WECC,Vandalism,0.0,0.0,2020,2020-10-15 23:43:00,,
October,Michigan,RF,System Operations,0.0,0.0,2020,2020-10-15 16:50:00,,
October,Kentucky,SERC,Vandalism,62.0,0.0,2020,2020-10-16 14:00:00,2020-10-16 16:00:00,2.0
October,Illinois,SERC,Transmission Interruption,0.0,0.0,2020,2020-10-20 18:48:00,2020-10-20 18:49:00,0.02
October,Idaho,WECC,Suspicious Activity,0.0,0.0,2020,2020-10-22 08:00:00,2020-10-22 08:01:00,0.02
October,Florida,FRCC,System Operations,0.0,0.0,2020,2020-10-22 22:48:00,2020-10-22 23:34:00,0.77
October,Ohio,RF,Transmission Interruption,,,2020,2020-10-23 15:42:00,2020-10-23 23:11:00,7.48
October,Texas,TRE,Severe Weather,,55506.0,2020,2020-10-23 15:46:00,2020-10-23 23:03:00,7.28
October,Minnesota,MRO,Transmission Interruption,1.0,4.0,2020,2020-10-24 20:13:00,2020-10-24 22:52:00,2.65
October,California,WECC,Severe Weather,1218.0,370000.0,2020,2020-10-25 14:32:00,2020-10-27 18:00:00,3.47
October,Wisconsin,MRO,Suspicious Activity,0.0,0.0,2020,2020-10-25 03:25:00,2020-10-25 03:45:00,0.33
October,Oklahoma,SPP RE,Severe Weather,,447000.0,2020,2020-10-26 13:00:00,2020-11-07 19:00:00,6.0
October,California,WECC,Severe Weather,,136833.0,2020,2020-10-26 11:24:00,2020-10-27 16:43:00,5.32
October,Colorado,WECC,Transmission Interruption,75.0,13000.0,2020,2020-10-26 09:28:00,2020-10-26 12:20:00,2.87
October,Kentucky,SERC,Vandalism,64.0,0.0,2020,2020-10-26 10:00:00,2020-10-26 10:15:00,0.25
October,Oklahoma,SPP RE,Severe Weather,,235000.0,2020,2020-10-27 17:50:00,,
October,Alabama,SERC,Severe Weather,253.0,35478.0,2020,2020-10-28 21:37:00,2020-11-02 19:30:00,21.88
October,Louisiana,SERC,Severe Weather,,481268.0,2020,2020-10-28 18:00:00,2020-10-29 01:15:00,7.25
October,Texas,TRE,Transmission Interruption,,,2020,2020-10-28 11:53:00,2020-10-28 15:26:00,3.55
October,Texas,TRE,Severe Weather,,,2020,2020-10-28 10:28:00,2020-10-28 10:29:00,0.02
October,Louisiana,SERC,Severe Weather,,72707.0,2020,2020-10-28 17:12:00,2020-10-29 16:30:00,23.3
October,North Carolina,SERC,Severe Weather,,461580.0,2020,2020-10-29 08:15:00,2020-10-31 18:45:00,10.5
October,Maine,NPCC,System Operations,0.0,0.0,2020,2020-10-29 11:58:00,2020-10-29 13:10:00,1.2
October,Alabama,SERC,Severe Weather,0.0,90000.0,2020,2020-10-29 02:00:00,2020-10-31 09:00:00,7.0
November,Ohio,RF,Severe Weather,,85677.0,2020,2020-11-01 18:00:00,2020-11-01 18:09:00,0.15
November,California,WECC,Suspicious Activity,0.0,0.0,2020,2020-11-01 12:31:00,2020-11-01 12:35:00,0.07
November,Florida,FRCC,Suspicious Activity,0.0,0.0,2020,2020-11-02 11:12:00,2020-11-02 11:21:00,0.15
November,Colorado,WECC,Transmission Interruption,0.0,0.0,2020,2020-11-07 17:40:00,2020-11-07 22:10:00,4.5
November,New Hampshire,NPCC,Vandalism,0.0,0.0,2020,2020-11-09 12:00:00,2020-11-10 09:45:00,21.75
November,Arizona,WECC,System Operations,0.0,0.0,2020,2020-11-10 10:42:00,2020-11-10 12:45:00,2.05
November,Washington,WECC,System Operations,0.0,0.0,2020,2020-11-13 00:20:00,2020-11-13 08:00:00,7.67
November,California,WECC,Fuel Supply Deficiency,0.0,0.0,2020,2020-11-14 07:40:00,,
November,Ohio,RF,Severe Weather,,123361.0,2020,2020-11-15 15:08:00,2020-11-15 22:30:00,7.37
November,Ohio,RF,Severe Weather,,96809.0,2020,2020-11-15 14:52:00,2020-11-16 05:59:00,15.12
November,Michigan,RF,Severe Weather,,150000.0,2020,2020-11-15 12:30:00,2020-11-18 09:44:00,21.23
November,Michigan,RF,Severe Weather,,57327.0,2020,2020-11-15 15:37:00,2020-11-17 12:15:00,20.63
November,Connecticut,NPCC,Severe Weather,,62408.0,2020,2020-11-15 23:05:00,2020-11-16 05:00:00,5.92
November,Ohio,RF,Severe Weather,,75000.0,2020,2020-11-15 11:30:00,2020-11-16 03:25:00,15.92
November,Missouri,SERC,System Operations,0.0,0.0,2020,2020-11-18 08:30:00,2020-11-18 10:50:00,2.33
November,Maine,NPCC,System Operations,0.0,0.0,2020,2020-11-18 10:20:00,2020-11-18 11:18:00,0.97
November,Texas,TRE,System Operations,0.0,,2020,2020-11-20 09:10:00,2020-11-20 09:22:00,0.2
November,Nevada,WECC,Actual Physical Attack,21.0,577.0,2020,2020-11-21 11:59:00,2020-11-21 12:59:00,1.0
November,Wisconsin,MRO,System Operations,0.0,0.0,2020,2020-11-23 05:50:00,2020-11-23 07:27:00,1.62
November,Texas,TRE,Transmission Interruption,0.0,0.0,2020,2020-11-30 14:33:00,2020-11-30 17:20:00,2.78
November,Massachusetts,NPCC,Severe Weather,,116000.0,2020,2020-11-30 16:24:00,2020-12-01 14:25:00,22.02
December,Ohio,RF,Severe Weather,,170190.0,2020,2020-12-01 12:32:00,2020-12-01 22:50:00,10.3
December,Colorado,WECC,Transmission Interruption,89.0,0.0,2020,2020-12-03 09:01:00,2020-12-03 09:03:00,0.03
December,California,WECC,Severe Weather,93.0,73000.0,2020,2020-12-03 00:44:00,2020-12-05 11:03:00,10.32
December,California,WECC,Severe Weather,132.0,51686.0,2020,2020-12-03 10:57:00,2020-12-04 15:02:00,4.08
December,Connecticut,NPCC,Severe Weather,,271231.0,2020,2020-12-05 16:40:00,,
December,Pennsylvania,RF,System Operations,0.0,0.0,2020,2020-12-06 09:45:00,2020-12-06 17:00:00,7.25
December,California,WECC,Severe Weather,286.0,76234.0,2020,2020-12-07 18:10:00,2020-12-08 21:09:00,2.98
December,Michigan,RF,System Operations,0.0,0.0,2020,2020-12-08 09:43:00,2020-12-08 10:33:00,0.83
December,Missouri,MRO,System Operations,0.0,0.0,2020,2020-12-09 13:20:00,2020-12-09 14:30:00,1.17
December,Washington,WECC,System Operations,0.0,0.0,2020,2020-12-10 16:30:00,2020-12-12 05:00:00,12.5
December,Texas,TRE,System Operations,0.0,0.0,2020,2020-12-11 22:51:00,2020-12-11 23:57:00,1.1
December,California,WECC,System Operations,298.0,159239.0,2020,2020-12-13 06:47:00,2020-12-13 07:36:00,0.82
December,Idaho,WECC,Cyber Event,0.0,0.0,2020,2020-12-14 11:00:00,,
December,California,WECC,System Operations,0.0,0.0,2020,2020-12-14 17:01:00,2020-12-14 17:34:00,0.55
December,New Jersey,RF,Cyber Event,0.0,0.0,2020,2020-12-14 01:30:00,,
December,Oklahoma,MRO,Transmission Interruption,,,2020,2020-12-16 23:20:00,2020-12-17 07:20:00,8.0
December,California,WECC,Severe Weather,35.0,17000.0,2020,2020-12-17 08:07:00,2020-12-17 08:32:00,0.42
December,Michigan,RF,System Operations,0.0,0.0,2020,2020-12-17 16:19:00,2020-12-17 16:57:00,0.63
December,Oregon,WECC,Suspicious Activity,0.0,0.0,2020,2020-12-18 06:34:00,2020-12-18 09:51:00,3.28
December,California,WECC,Cyber Event,0.0,0.0,2020,2020-12-20 05:06:00,2020-12-20 05:22:00,0.27
December,Washington,WECC,Vandalism,0.0,2000.0,2020,2020-12-22 02:20:00,2020-12-22 02:21:00,0.02
December,Pennsylvania,RF,Severe Weather/Distribution Interruption,,68114.0,2020,2020-12-24 23:40:00,,
December,California,WECC,Vandalism,0.0,0.0,2020,2020-12-25 03:51:00,2020-12-25 03:52:00,0.02
December,Ohio,RF,Suspicious Activity,0.0,0.0,2020,2020-12-25 18:51:00,2020-12-25 19:24:00,0.55
December,Connecticut,NPCC,Severe Weather,,19000.0,2020,2020-12-25 07:55:00,2020-12-25 16:45:00,8.83
December,Virginia,SERC,Vandalism,0.0,0.0,2020,2020-12-28 17:31:00,2020-12-29 13:31:00,20.0
January,California,WECC,Vandalism,0.0,0.0,2021,2021-01-01 07:04:00,2021-01-01 07:05:00,0.02
January,California,WECC,System Operations,8.0,5803.0,2021,2021-01-02 10:28:00,2021-01-02 10:29:00,0.02
January,Pennsylvania,RF,Transmission Interruption,6.0,3825.0,2021,2021-01-04 10:34:00,2021-01-04 10:49:00,0.25
January,Arkansas,SERC,Sabotage,,1908.0,2021,2021-01-08 01:26:00,2021-01-08 02:45:00,1.32
January,Texas,TRE,Severe Weather,,188000.0,2021,2021-01-10 22:44:00,2021-01-13 16:00:00,17.27
January,Louisiana,SERC,Severe Weather/Distribution Interruption,,58000.0,2021,2021-01-11 05:00:00,2021-01-11 14:22:00,9.37
January,Washington,WECC,Severe Weather,100.0,320000.0,2021,2021-01-12 23:50:00,2021-01-15 13:00:00,13.17
January,Oregon,WECC,Severe Weather,,94231.0,2021,2021-01-12 20:46:00,2021-01-13 16:00:00,19.23
January,Washington,WECC,Severe Weather/Distribution Interruption,150.0,70000.0,2021,2021-01-12 23:49:00,2021-01-14 14:00:00,14.18
January,Washington,WECC,Severe Weather/Transmission Interruption,200.0,62000.0,2021,2021-01-12 20:30:00,,
January,Washington,WECC,Severe Weather,185.0,70417.0,2021,2021-01-13 03:43:00,2021-01-13 16:00:00,12.28
January,Georgia,SERC,Vandalism,0.0,0.0,2021,2021-01-13 13:05:00,2021-01-13 13:06:00,0.02
January,Missouri,SERC,System Operations,0.0,0.0,2021,2021-01-15 17:48:00,2021-01-15 18:55:00,1.12
January,Connecticut,NPCC,System Operations,0.0,0.0,2021,2021-01-18 14:07:00,2021-01-18 14:42:00,0.58
January,California,WECC,Severe Weather,,173746.0,2021,2021-01-19 09:31:00,2021-01-21 14:36:00,5.08
January,California,WECC,Severe Weather,411.0,124888.0,2021,2021-01-19 02:48:00,2021-01-20 11:41:00,8.88
January,Texas,TRE,Vandalism,0.0,0.0,2021,2021-01-21 00:00:00,2021-02-03 16:55:00,16.92
January,Georgia,SERC,Cyber Event,29.0,,2021,2021-01-23 07:00:00,2021-01-27 13:45:00,6.75
January,California,WECC,Suspicious Activity,45.0,0.0,2021,2021-01-23 07:45:00,2021-01-23 08:00:00,0.25
January,California,WECC,Severe Weather,841.0,255715.0,2021,2021-01-26 20:49:00,2021-01-28 21:14:00,0.42
January,New Hampshire,NPCC,Vandalism,0.0,0.0,2021,2021-01-27 12:30:00,2021-01-27 16:18:00,3.8
January,New Hampshire,NPCC,Vandalism,0.0,0.0,2021,2021-01-28 10:15:00,2021-01-28 16:46:00,6.52
February,Texas,TRE,Transmission Interruption,13.0,6102.0,2021,2021-02-01 23:25:00,2021-02-02 01:12:00,1.78
February,South Dakota,MRO,Severe Weather/Transmission Interruption,5.0,4.0,2021,2021-02-02 12:34:00,2021-02-02 15:43:00,3.15
February,South Dakota,MRO,Severe Weather/Transmission Interruption,5.0,3.0,2021,2021-02-02 09:25:00,2021-02-03 11:38:00,2.22
February,North Dakota,MRO,Transmission Interruption,7.0,1400.0,2021,2021-02-03 14:22:00,2021-02-04 22:32:00,8.17
February,Arkansas,SERC,Vandalism,0.0,0.0,2021,2021-02-05 09:43:00,2021-02-05 11:19:00,1.6
February,Ohio,RF,Transmission Interruption,0.0,0.0,2021,2021-02-06 06:50:00,2021-02-06 14:43:00,7.88
February,Texas,TRE,Suspicious Activity,0.0,0.0,2021,2021-02-07 06:57:00,2021-02-07 07:34:00,0.62
February,Minnesota,MRO,Transmission Interruption,0.0,0.0,2021,2021-02-08 07:04:00,2021-02-08 14:10:00,7.1
February,New Hampshire,NPCC,System Operations,0.0,0.0,2021,2021-02-08 18:19:00,2021-02-08 18:29:00,0.17
February,Oregon,WECC,Vandalism,0.0,0.0,2021,2021-02-09 13:00:00,2021-02-10 14:21:00,1.35
February,North Carolina,SERC,Transmission Interruption,0.0,0.0,2021,2021-02-09 10:51:00,,
February,Texas,TRE,Severe Weather,,2000000.0,2021,2021-02-10 15:00:00,2021-02-23 15:00:00,0.0
February,Illinois,SERC,Fuel Supply Deficiency,,,2021,2021-02-11 08:30:00,2021-02-22 09:00:00,0.5
February,Colorado,WECC,Transmission Interruption,0.0,0.0,2021,2021-02-11 19:21:00,2021-02-11 21:20:00,1.98
February,Kansas,MRO,Fuel Supply Deficiency,0.0,0.0,2021,2021-02-11 13:00:00,,
February,Oregon,WECC,Severe Weather,,300187.0,2021,2021-02-12 21:00:00,2021-02-20 17:15:00,20.25
February,Texas,TRE,Fuel Supply Deficiency,,,2021,2021-02-12 15:30:00,2021-02-22 07:30:00,16.0
February,Washington,WECC,Severe Weather,164.0,37583.0,2021,2021-02-13 09:56:00,2021-02-13 11:01:00,1.08
February,Texas,TRE,Severe Weather,,,2021,2021-02-13 13:30:00,2021-02-20 08:00:00,18.5
February,West Virginia,RF,Severe Weather,,55097.0,2021,2021-02-13 13:30:00,2021-02-19 21:00:00,7.5
February,South Carolina,SERC,Severe Weather,,129000.0,2021,2021-02-13 08:32:00,2021-02-14 15:00:00,6.47
February,Texas,TRE,Severe Weather,7214.0,,2021,2021-02-14 08:30:00,2021-02-19 18:00:00,9.5
February,Texas,TRE,Severe Weather,,,2021,2021-02-14 08:30:00,2021-02-19 18:00:00,9.5
February,Oklahoma,MRO,Severe Weather,,,2021,2021-02-14 05:30:00,2021-02-18 10:00:00,4.5
February,Arkansas,SERC,Severe Weather,461.0,125484.0,2021,2021-02-14 20:21:00,2021-02-18 09:30:00,13.15
February,North Dakota,MRO,Severe Weather,3000.0,,2021,2021-02-14 20:00:00,2021-02-18 09:28:00,13.47
February,Missouri,SERC,Severe Weather,,,2021,2021-02-14 19:05:00,,
February,Nebraska,MRO,Severe Weather,0.0,0.0,2021,2021-02-14 20:32:00,,
February,Missouri,SERC,Severe Weather,0.0,0.0,2021,2021-02-14 18:00:00,2021-02-16 22:00:00,4.0
February,Texas,TRE,Severe Weather,,,2021,2021-02-15 01:20:00,2021-02-18 00:42:00,23.37
February,Texas,TRE,Severe Weather,4966.0,1390000.0,2021,2021-02-15 01:20:00,2021-02-18 00:02:00,22.7
February,Texas,TRE,System Operations,0.0,0.0,2021,2021-02-15 16:00:00,2021-02-15 18:34:00,2.57
February,Texas,TRE,Severe Weather,500.0,,2021,2021-02-15 00:00:00,,
February,Texas,TRE,Severe Weather,300.0,,2021,2021-02-15 05:36:00,,
February,Texas,TRE,Severe Weather,,175000.0,2021,2021-02-15 13:00:00,2021-02-20 10:00:00,21.0
February,Texas,TRE,Severe Weather,524.0,,2021,2021-02-15 01:54:00,2021-02-17 23:56:00,22.03
February,Texas,TRE,Severe Weather,7214.0,,2021,2021-02-15 01:20:00,2021-02-19 09:00:00,7.67
February,Louisiana,SERC,Severe Weather,,,2021,2021-02-15 15:00:00,2021-02-19 10:00:00,19.0
February,Texas,TRE,Severe Weather,,219306.0,2021,2021-02-15 02:51:00,2021-02-19 09:00:00,6.15
February,Texas,TRE,Severe Weather,724.0,,2021,2021-02-15 01:54:00,2021-02-19 09:00:00,7.1
February,Texas,TRE,Severe Weather,,154000.0,2021,2021-02-15 03:06:00,,
February,Texas,TRE,Severe Weather,,,2021,2021-02-15 05:27:00,2021-02-18 08:18:00,2.85
February,Texas,TRE,Severe Weather,,,2021,2021-02-15 01:23:00,2021-02-19 05:30:00,4.12
February,Kansas,MRO,Severe Weather,,,2021,2021-02-15 08:50:00,2021-02-18 09:30:00,0.67
February,Oklahoma,MRO,Fuel Supply Deficiency,0.0,0.0,2021,2021-02-15 07:00:00,2021-02-18 09:00:00,2.0
February,Oklahoma,MRO,Fuel Supply Deficiency,0.0,,2021,2021-02-15 19:48:00,2021-02-18 10:30:00,14.7
February,Texas,TRE,Severe Weather,116.0,29942.0,2021,2021-02-15 10:24:00,2021-02-18 09:52:00,23.47
February,Texas,TRE,Severe Weather,,,2021,2021-02-15 18:00:00,2021-02-15 23:55:00,5.92
February,Texas,TRE,Severe Weather,800.0,,2021,2021-02-15 05:40:00,2021-02-16 13:11:00,7.52
February,Texas,TRE,Severe Weather,,,2021,2021-02-15 06:45:00,,
February,Arkansas,SERC,Severe Weather,,,2021,2021-02-15 05:00:00,2021-02-17 16:00:00,11.0
February,Mississippi,SERC,Severe Weather,,,2021,2021-02-15 17:00:00,2021-02-15 22:59:00,5.98
February,Texas,TRE,Severe Weather,107.0,25000.0,2021,2021-02-15 07:52:00,2021-02-17 14:15:00,6.38
