Month,Area_Affected,Event_Type,Demand_Loss_(MW),Number_of_Customers_Affected,Date_Time_Event_Began,Date_Time_Restoration,Event_Duration_(hours),Year
March,Pennsylvania,Transmission Interruption,43.0,7381.0,2021-03-17 06:27:00,2021-03-17 08:27:00,2.0,2021
March,Texas,Severe Weather,,148000.0,2021-03-17 06:15:00,2021-03-18 12:00:00,29.75,2021
March,Washington,Vandalism,4.0,916.0,2021-03-18 21:08:00,2021-03-19 22:31:00,25.38,2021
March,Louisiana,Vandalism,,4200.0,2021-03-19 10:30:00,2021-03-19 12:00:00,1.5,2021
March,New Jersey,System Operations,,,2021-03-19 19:11:00,2021-03-19 19:59:00,0.8,2021
March,Maine,System Operations,0.0,0.0,2021-03-19 08:59:00,2021-03-19 10:04:00,1.08,2021
March,Minnesota,Suspicious Activity,0.0,0.0,2021-03-21 04:01:00,2021-03-22 09:37:00,29.6,2021
March,Connecticut,Severe Weather,,70000.0,2021-03-29 11:06:00,,,2021
March,New Mexico,Vandalism,,0.0,2021-03-29 10:30:00,,,2021
March,Texas,Transmission Interruption,0.0,0.0,2021-03-30 16:18:00,2021-03-30 20:21:00,4.05,2021
April,Florida,Vandalism,0.0,0.0,2021-04-06 08:49:00,2021-04-06 08:50:00,0.02,2021
April,Ohio,Suspicious Activity,0.0,0.0,2021-04-07 17:42:00,2021-04-07 22:09:00,4.45,2021
April,Texas,System Operations,0.0,0.0,2021-04-07 10:18:00,2021-04-07 11:20:00,1.03,2021
April,California,Suspicious Activity,0.0,0.0,2021-04-08 04:51:00,2021-04-10 20:00:00,63.15,2021
April,Texas,Vandalism,0.0,0.0,2021-04-09 13:20:00,2021-04-10 00:40:00,11.33,2021
April,Colorado,Actual Physical Attack,0.0,0.0,2021-04-12 00:44:00,2021-04-12 17:45:00,17.02,2021
April,Texas,Suspicious Activity,0.0,0.0,2021-04-13 09:00:00,2021-04-13 10:00:00,1.0,2021
April,Texas,Severe Weather,0.0,0.0,2021-04-13 16:49:00,2021-04-13 20:30:00,3.68,2021
April,Wisconsin,System Operations,0.0,0.0,2021-04-13 00:37:00,2021-04-13 04:19:00,3.7,2021
April,Washington,System Operations,0.0,0.0,2021-04-14 10:19:00,2021-04-14 11:39:00,1.33,2021
April,Minnesota,Transmission Interruption,0.0,0.0,2021-04-21 20:31:00,2021-04-21 21:35:00,1.07,2021
April,Texas,System Operations,0.0,0.0,2021-04-21 13:13:00,2021-04-21 14:10:00,0.95,2021
April,Wisconsin,System Operations,0.0,0.0,2021-04-22 16:43:00,2021-04-22 17:14:00,0.52,2021
April,California,Fuel Supply Deficiency,0.0,0.0,2021-04-22 05:15:00,,,2021
April,Texas,Suspicious Activity,0.0,0.0,2021-04-24 22:08:00,2021-04-24 23:41:00,1.55,2021
April,Alabama,Severe Weather,137.0,18860.0,2021-04-24 21:00:00,2021-04-25 10:43:00,13.72,2021
April,Tennessee,Vandalism,0.0,0.0,2021-04-25 08:20:00,,,2021
April,Maine,System Operations,0.0,0.0,2021-04-26 11:18:00,2021-04-26 13:00:00,1.7,2021
May,New Hampshire,System Operations,0.0,0.0,2021-05-02 19:58:00,2021-05-02 20:22:00,0.4,2021
May,Oklahoma,System Operations,0.0,0.0,2021-05-03 11:21:00,2021-05-03 11:53:00,0.53,2021
May,South Carolina,Suspicious Activity,0.0,0.0,2021-05-03 07:52:00,2021-05-03 07:53:00,0.02,2021
May,Arkansas,Severe Weather,,104027.0,2021-05-04 15:45:00,2021-05-05 10:00:00,18.25,2021
May,Mississippi,Severe Weather,175.0,24457.0,2021-05-04 18:06:00,2021-05-05 17:48:00,23.7,2021
May,Michigan,Vandalism,0.0,0.0,2021-05-05 11:50:00,2021-05-08 11:50:00,72.0,2021
May,Missouri,System Operations,0.0,0.0,2021-05-06 17:00:00,2021-05-06 17:15:00,0.25,2021
May,Pennsylvania,System Operations,0.0,0.0,2021-05-10 02:28:00,2021-05-10 03:21:00,0.88,2021
May,Indiana,System Operations,0.0,0.0,2021-05-10 12:17:00,2021-05-10 12:54:00,0.62,2021
May,Texas,Vandalism,0.0,0.0,2021-05-11 23:01:00,2021-05-12 08:29:00,9.47,2021
May,Wisconsin,System Operations,0.0,0.0,2021-05-11 09:32:00,2021-05-11 10:38:00,1.1,2021
May,Idaho,Vandalism,0.0,0.0,2021-05-14 22:00:00,2021-05-17 06:00:00,56.0,2021
May,Pennsylvania,Suspicious Activity,0.0,0.0,2021-05-14 08:30:00,2021-05-14 16:00:00,7.5,2021
May,Texas,Severe Weather,,125000.0,2021-05-18 23:25:00,2021-05-19 20:30:00,21.08,2021
May,Delaware,Vandalism,0.0,0.0,2021-05-18 12:15:00,2021-05-18 20:18:00,8.05,2021
May,Florida,Transmission Interruption,0.0,35000.0,2021-05-20 10:06:00,2021-05-20 13:45:00,3.65,2021
May,California,Vandalism,0.0,0.0,2021-05-20 07:25:00,2021-05-20 07:26:00,0.02,2021
May,Utah,Vandalism,0.0,0.0,2021-05-24 13:14:00,2021-05-24 13:15:00,0.02,2021
May,Ohio,System Operations,0.0,0.0,2021-05-25 12:56:00,2021-05-25 13:41:00,0.75,2021
May,California,Transmission Interruption,0.0,0.0,2021-05-27 18:51:00,2021-05-28 15:56:00,21.08,2021
May,Oregon,System Operations,0.0,0.0,2021-05-27 00:05:00,2021-05-27 00:45:00,0.67,2021
May,Florida,Transmission Interruption,1850.0,10000.0,2021-05-28 21:24:00,2021-05-28 21:25:00,0.02,2021
May,California,Actual Physical Attack,0.0,655.0,2021-05-28 20:00:00,2021-05-28 21:29:00,1.48,2021
May,Minnesota,System Operations,0.0,0.0,2021-05-28 22:13:00,2021-05-28 23:34:00,1.35,2021
June,Indiana,Transmission Interruption,,0.0,2021-06-06 14:57:00,2021-06-06 16:00:00,1.05,2021
June,Minnesota,Severe Weather/Transmission Interruption,23.0,1.0,2021-06-07 22:27:00,2021-06-08 00:33:00,2.1,2021
June,Texas,Generation Inadequacy,1435.0,0.0,2021-06-07 13:26:00,2021-06-07 13:27:00,0.02,2021
June,New Mexico,System Operations,0.0,0.0,2021-06-07 15:19:00,2021-06-07 18:22:00,3.05,2021
June,Texas,Vandalism,0.0,0.0,2021-06-08 15:00:00,2021-06-08 15:01:00,0.02,2021
June,New Mexico,System Operations,0.0,0.0,2021-06-09 19:09:00,2021-06-09 20:50:00,1.68,2021
June,Kansas,Transmission Interruption,90.0,9800.0,2021-06-10 22:28:00,2021-06-10 23:07:00,0.65,2021
June,South Dakota,Severe Weather/Transmission Interruption,0.0,0.0,2021-06-11 03:26:00,2021-06-11 03:48:00,0.37,2021
June,Texas,System Operations,,,2021-06-14 12:55:00,2021-06-18 19:00:00,102.08,2021
June,Texas,System Operations,,,2021-06-14 12:15:00,2021-06-18 19:00:00,102.75,2021
June,Utah,Suspicious Activity,0.0,0.0,2021-06-14 02:10:00,2021-06-14 02:11:00,0.02,2021
June,Texas,Cyber Event,,,2021-06-15 11:55:00,2021-06-15 21:17:00,9.37,2021
June,Kansas,System Operations,0.0,0.0,2021-06-15 11:30:00,2021-06-15 13:35:00,2.08,2021
June,Louisiana,Transmission Interruption,7.0,1841.0,2021-06-16 10:40:00,2021-06-16 10:43:00,0.05,2021
June,Maine,System Operations,0.0,0.0,2021-06-16 04:10:00,2021-06-16 06:39:00,2.48,2021
June,Florida,Vandalism,0.0,0.0,2021-06-16 10:25:00,2021-06-16 15:16:00,4.85,2021
June,California,System Operations,93.0,51806.0,2021-06-19 18:54:00,2021-06-19 21:01:00,2.12,2021
June,Arkansas,Suspicious Activity,0.0,0.0,2021-06-21 15:50:00,2021-06-21 16:50:00,1.0,2021
June,Michigan,Severe Weather,,151852.0,2021-06-21 05:14:00,2021-06-21 19:00:00,13.77,2021
June,Missouri,System Operations,0.0,0.0,2021-06-23 15:47:00,2021-06-23 16:44:00,0.95,2021
June,California,Transmission Interruption,36.0,7621.0,2021-06-24 03:34:00,2021-06-24 05:07:00,1.55,2021
June,Washington,Vandalism,0.0,0.0,2021-06-24 07:07:00,2021-06-24 13:48:00,6.68,2021
June,North Dakota,Vandalism,4.0,1003.0,2021-06-27 20:10:00,2021-06-27 21:30:00,1.33,2021
June,New York,Vandalism,,982.0,2021-06-27 02:27:00,2021-06-27 03:30:00,1.05,2021
June,Washington,Severe Weather,44.0,,2021-06-28 13:20:00,,,2021
June,North Carolina,Transmission Interruption,0.0,0.0,2021-06-28 11:22:00,,,2021
June,Michigan,Severe Weather,,53000.0,2021-06-29 16:00:00,,,2021
June,Connecticut,Severe Weather,,53103.0,2021-06-30 18:50:00,,,2021
July,New Mexico,Vandalism,45.0,34509.0,2021-07-03 23:08:00,2021-07-04 02:16:00,3.13,2021
July,Washington,Natural Disaster,0.0,0.0,2021-07-04 15:33:00,2021-07-04 20:32:00,4.98,2021
July,New York,Transmission Interruption,0.0,0.0,2021-07-05 05:32:00,2021-07-05 08:58:00,3.43,2021
July,Ohio,Transmission Interruption,0.0,0.0,2021-07-05 14:04:00,2021-07-05 14:41:00,0.62,2021
July,Ohio,Severe Weather/Transmisison Interruption,,136827.0,2021-07-06 19:41:00,2021-07-06 21:50:00,2.15,2021
July,Florida,Transmission Interruption,450.0,0.0,2021-07-07 00:02:00,2021-07-07 00:20:00,0.3,2021
July,Michigan,Severe Weather,,90000.0,2021-07-07 15:30:00,,,2021
July,New York,Severe Weather/Transmisison Interruption,0.0,0.0,2021-07-08 17:01:00,2021-07-08 17:24:00,0.38,2021
July,North Dakota,Severe Weather/Transmisison Interruption,88.0,0.0,2021-07-08 20:29:00,2021-07-08 20:33:00,0.07,2021
July,California,Fuel Supply Deficiency,810.0,,2021-07-09 17:44:00,2021-07-09 21:05:00,3.35,2021
July,California,Severe Weather,230.0,47000.0,2021-07-09 20:25:00,2021-07-10 21:00:00,24.58,2021
July,Nebraska,Severe Weather/Transmisison Interruption,,211500.0,2021-07-10 00:30:00,2021-07-10 05:00:00,4.5,2021
July,Nebraska,Severe Weather,,188000.0,2021-07-10 00:00:00,2021-07-11 16:00:00,40.0,2021
July,Missouri,Severe Weather,,52000.0,2021-07-10 01:55:00,2021-07-10 01:56:00,0.02,2021
July,Nevada,Transmission Interruption,9000.0,1300000.0,2021-07-10 18:00:00,2021-07-10 21:00:00,3.0,2021
July,Missouri,Severe Weather/Transmisison Interruption,,212500.0,2021-07-10 00:30:00,2021-07-10 05:00:00,4.5,2021
July,Nevada,Transmission Interruption,9000.0,1300000.0,2021-07-11 18:00:00,2021-07-11 21:00:00,3.0,2021
July,Colorado,Sabotage,0.0,0.0,2021-07-12 15:51:00,2021-07-13 17:00:00,25.15,2021
July,California,Severe Weather/Transmisison Interruption,35.0,11000.0,2021-07-14 14:15:00,2021-07-14 14:16:00,0.02,2021
July,Illinois,Transmission Interruption,0.0,0.0,2021-07-18 04:00:00,2021-07-18 09:46:00,5.77,2021
July,Ohio,System Operations,0.0,0.0,2021-07-20 16:21:00,2021-07-20 17:00:00,0.65,2021
July,Pennsylvania,Severe Weather,,81503.0,2021-07-21 14:45:00,2021-07-22 12:00:00,21.25,2021
July,California,System Operations,220.0,0.0,2021-07-22 14:00:00,2021-07-22 14:40:00,0.67,2021
July,Minnesota,System Operations,15.0,3500.0,2021-07-23 08:09:00,2021-07-23 08:30:00,0.35,2021
July,Virginia,System Operations,0.0,0.0,2021-07-23 08:20:00,2021-07-23 10:45:00,2.42,2021
July,Michigan,Severe Weather,,225949.0,2021-07-24 20:30:00,,,2021
July,Nevada,Vandalism,0.0,0.0,2021-07-26 07:54:00,,,2021
July,Maine,System Operations,0.0,0.0,2021-07-28 12:54:00,2021-07-28 15:42:00,2.8,2021
July,Wisconsin,Cyber Event,0.0,0.0,2021-07-30 08:02:00,2021-07-30 09:34:00,1.53,2021
August,Nevada,Vandalism,0.0,0.0,2021-08-01 09:00:00,2021-08-04 09:00:00,72.0,2021
August,California,Severe Weather,95.0,65888.0,2021-08-01 23:37:00,2021-08-02 00:00:00,0.38,2021
August,Texas,Severe Weather/Transmission Interruption,43.0,19000.0,2021-08-02 06:23:00,2021-08-02 15:55:00,9.53,2021
August,Texas,Severe Weather/Transmission Interruption,24.0,9400.0,2021-08-02 00:18:00,2021-08-02 10:47:00,10.48,2021
August,Texas,Suspicious Activity,0.0,0.0,2021-08-03 07:05:00,2021-08-03 07:32:00,0.45,2021
August,Oregon,System Operations,4.0,,2021-08-03 04:35:00,2021-08-03 05:28:00,0.88,2021
August,Michigan,Severe Weather,,372600.0,2021-08-10 22:30:00,2021-08-13 16:38:00,66.13,2021
August,Illinois,Severe Weather,,318761.0,2021-08-10 20:30:00,2021-08-11 19:00:00,22.5,2021
August,Wisconsin,Severe Weather,,233000.0,2021-08-10 20:00:00,,,2021
August,Michigan,Severe Weather,,700000.0,2021-08-11 15:35:00,,,2021
August,Ohio,Severe Weather,,92109.0,2021-08-11 19:12:00,2021-08-11 21:49:00,2.62,2021
August,Illinois,Severe Weather,,101000.0,2021-08-12 18:57:00,2021-08-13 06:00:00,11.05,2021
August,Massachusetts,System Operations,0.0,0.0,2021-08-12 22:03:00,2021-08-12 22:44:00,0.68,2021
August,California,Actual Physical Attack,0.0,0.0,2021-08-15 17:17:00,2021-08-16 03:30:00,10.22,2021
August,Montana,Vandalism,0.0,0.0,2021-08-16 16:11:00,2021-08-16 16:31:00,0.33,2021
August,California,Severe Weather,234.0,71000.0,2021-08-17 19:15:00,2021-08-18 17:45:00,22.5,2021
August,California,Vandalism,,0.0,2021-08-17 14:00:00,2021-08-18 14:00:00,24.0,2021
August,Texas,System Operations,0.0,0.0,2021-08-18 11:40:00,2021-08-18 12:13:00,0.55,2021
August,California,Vandalism,0.0,0.0,2021-08-20 15:35:00,2021-08-20 16:35:00,1.0,2021
August,Oregon,Vandalism,0.0,0.0,2021-08-20 02:00:00,2021-08-20 03:00:00,1.0,2021
August,Idaho,Severe Weather,0.0,418.0,2021-08-21 10:14:00,2021-08-21 10:52:00,0.63,2021
August,Connecticut,Severe Weather,,28134.0,2021-08-22 12:11:00,2021-08-23 16:30:00,28.32,2021
August,Michigan,Severe Weather,,65000.0,2021-08-24 21:37:00,,,2021
August,Michigan,Severe Weather,,84987.0,2021-08-24 17:00:00,2021-08-26 14:07:00,45.12,2021
August,Arkansas,Suspicious Activity,0.0,0.0,2021-08-27 06:16:00,2021-08-27 10:14:00,3.97,2021
August,Louisiana,Severe Weather,,,2021-08-29 11:30:00,,,2021
August,Louisiana,Severe Weather,,,2021-08-29 18:04:00,2021-08-31 22:36:00,52.53,2021
August,Louisiana,Severe Weather,,91315.0,2021-08-29 18:00:00,2021-09-03 13:41:00,115.68,2021
August,Louisiana,Severe Weather,,50000.0,2021-08-29 22:39:00,2021-09-03 08:38:00,105.98,2021
August,New York,Transmission Interruption,796.0,0.0,2021-08-29 20:25:00,,,2021
August,Louisiana,Transmission Interruption,,,2021-08-29 09:32:00,2021-08-29 21:32:00,12.0,2021
August,Louisiana,Severe Weather,,,2021-08-29 17:53:00,,,2021
August,Florida,Actual Physical Attack,0.0,0.0,2021-08-30 21:17:00,2021-09-01 15:19:00,42.03,2021
September,California,Vandalism,0.0,0.0,2021-09-01 06:22:00,2021-09-01 15:56:00,9.57,2021
September,Pennsylvania,Severe Weather,,252740.0,2021-09-01 17:30:00,2021-09-02 02:00:00,8.5,2021
September,Texas,Suspicious Activity,0.0,0.0,2021-09-02 14:07:00,2021-09-02 14:10:00,0.05,2021
September,Michigan,Severe Weather,,80000.0,2021-09-07 17:30:00,2021-09-09 09:00:00,39.5,2021
September,Michigan,Severe Weather,,60000.0,2021-09-07 20:00:00,2021-09-09 07:00:00,35.0,2021
September,North Dakota,Transmission Interruption,37.0,1.0,2021-09-08 12:15:00,2021-09-08 12:38:00,0.38,2021
September,California,Vandalism,0.0,0.0,2021-09-09 16:00:00,2021-09-09 17:30:00,1.5,2021
September,Nevada,System Operations,8000.0,1300000.0,2021-09-09 17:00:00,2021-09-09 20:00:00,3.0,2021
September,North Dakota,Transmission Interruption,6.0,1.0,2021-09-10 11:17:00,2021-09-10 11:19:00,0.03,2021
September,Iowa,Vandalism,0.0,0.0,2021-09-10 14:05:00,,,2021
September,California,Severe Weather,89.0,59649.0,2021-09-10 07:20:00,2021-09-10 09:05:00,1.75,2021
September,Florida,Severe Weather,75.0,,2021-09-10 01:55:00,2021-09-10 02:04:00,0.15,2021
September,Texas,Actual Physical Attack,0.0,0.0,2021-09-11 08:32:00,,,2021
September,Washington,Transmission Interruption,0.0,0.0,2021-09-13 12:18:00,2021-09-13 13:15:00,0.95,2021
September,Texas,Severe Weather,,204280.0,2021-09-13 23:59:00,,,2021
September,Texas,Transmission Interruption,0.0,0.0,2021-09-13 13:10:00,,,2021
September,Texas,Severe Weather,,66589.0,2021-09-13 18:00:00,2021-09-14 00:49:00,6.82,2021
September,Texas,Severe Weather,1905.0,705415.0,2021-09-14 00:35:00,2021-09-18 19:20:00,114.75,2021
September,Texas,Severe Weather,0.0,,2021-09-14 07:36:00,2021-09-15 01:48:00,18.2,2021
September,Texas,Severe Weather,0.0,,2021-09-14 07:52:00,2021-09-14 22:44:00,14.87,2021
September,Texas,System Operations,0.0,0.0,2021-09-15 22:42:00,2021-09-16 00:37:00,1.92,2021
September,Oklahoma,Transmission Interruption,100.0,4000.0,2021-09-16 14:49:00,2021-09-16 20:02:00,5.22,2021
September,Oklahoma,Transmission Interruption,100.0,4000.0,2021-09-16 14:49:00,2021-09-16 20:02:00,5.22,2021
September,Washington,Severe Weather/Transmission Interruption,,87000.0,2021-09-17 23:00:00,2021-09-19 12:00:00,37.0,2021
September,Indiana,Suspicious Activity,0.0,0.0,2021-09-17 03:50:00,2021-09-18 04:08:00,24.3,2021
September,Minnesota,Severe Weather,,82000.0,2021-09-17 03:00:00,2021-09-18 22:00:00,43.0,2021
September,Indiana,Suspicious Activity,0.0,0.0,2021-09-18 04:30:00,2021-09-18 06:00:00,1.5,2021
September,Michigan,Severe Weather,,136000.0,2021-09-22 17:17:00,,,2021
September,California,Vandalism,1.0,0.0,2021-09-22 09:36:00,2021-09-23 11:45:00,26.15,2021
September,Kentucky,Transmission Interruption,20.0,5000.0,2021-09-28 13:44:00,2021-09-28 13:56:00,0.2,2021
September,Missouri,System Operations,150.0,0.0,2021-09-29 11:48:00,2021-09-29 12:21:00,0.55,2021
October,Texas,Suspicious Activity,0.0,0.0,2021-10-03 10:40:00,2021-10-03 11:54:00,1.23,2021
October,Utah,Vandalism,,0.0,2021-10-04 07:00:00,2021-10-04 08:00:00,1.0,2021
October,California,Vandalism,0.0,0.0,2021-10-05 11:31:00,2021-10-05 11:32:00,0.02,2021
October,California,Vandalism,0.0,0.0,2021-10-05 11:31:00,2021-10-05 11:32:00,0.02,2021
October,Maryland,Vandalism,0.0,0.0,2021-10-07 17:15:00,2021-10-09 18:15:00,49.0,2021
October,California,Vandalism,0.0,0.0,2021-10-08 06:30:00,2021-10-08 10:00:00,3.5,2021
October,Ohio,System Operations,210.0,0.0,2021-10-08 14:30:00,2021-10-08 18:32:00,4.03,2021
October,North Carolina,System Operations,0.0,0.0,2021-10-09 17:01:00,2021-10-10 06:30:00,13.48,2021
October,Texas,Severe Weather,,110000.0,2021-10-10 22:15:00,2021-10-12 17:00:00,42.75,2021
October,California,Severe Weather,126.0,84000.0,2021-10-11 14:22:00,2021-10-11 20:30:00,6.13,2021
October,Illinois,Suspicious Activity,0.0,0.0,2021-10-12 20:08:00,2021-10-12 20:09:00,0.02,2021
October,Oregon,Transmission Interruption,,,2021-10-16 14:16:00,2021-10-16 18:41:00,4.42,2021
October,Pennsylvania,System Operations,0.0,0.0,2021-10-18 22:18:00,2021-10-18 23:30:00,1.2,2021
October,Pennsylvania,Suspicious Activity,0.0,0.0,2021-10-18 23:26:00,2021-10-19 15:00:00,15.57,2021
October,Georgia,Suspicious Activity,0.0,0.0,2021-10-18 23:27:00,2021-10-19 10:05:00,10.63,2021
October,Missouri,Suspicious Activity,0.0,0.0,2021-10-18 22:26:00,2021-10-19 08:19:00,9.88,2021
October,Florida,Vandalism,0.0,0.0,2021-10-18 11:47:00,2021-10-18 11:48:00,0.02,2021
October,Ohio,System Operations,42.0,1.0,2021-10-19 15:34:00,2021-10-19 16:26:00,0.87,2021
October,Wisconsin,System Operations,0.0,0.0,2021-10-20 23:00:00,2021-10-21 01:20:00,2.33,2021
October,Louisiana,System Operations,132.0,0.0,2021-10-22 19:55:00,2021-10-23 05:55:00,10.0,2021
October,California,Severe Weather,116.0,59000.0,2021-10-24 08:55:00,2021-10-25 18:15:00,33.33,2021
October,Washington,Severe Weather,,233000.0,2021-10-24 07:00:00,2021-10-26 21:30:00,62.5,2021
October,Louisiana,System Operations,0.0,0.0,2021-10-27 17:57:00,2021-10-28 16:49:00,22.87,2021
October,Connecticut,Severe Weather,,169000.0,2021-10-27 02:25:00,2021-10-29 08:37:00,54.2,2021
October,Montana,System Operations,20.0,0.0,2021-10-28 12:47:00,2021-10-28 13:05:00,0.3,2021
October,Texas,Severe Weather,,250000.0,2021-10-28 14:15:00,2021-10-30 08:00:00,41.75,2021
October,Texas,Severe Weather,,130000.0,2021-10-28 14:45:00,2021-10-29 20:30:00,29.75,2021
October,Texas,Actual Physical Attack/Vandalism,,,2021-10-28 12:06:00,2021-10-28 12:30:00,0.4,2021
October,Vermont,Suspicious Activity,0.0,0.0,2021-10-29 14:20:00,2021-10-29 15:00:00,0.67,2021
October,New Jersey,Suspicious Activity,,,2021-10-30 07:31:00,,,2021
October,California,Vandalism,0.0,0.0,2021-10-31 07:49:00,2021-10-31 09:32:00,1.72,2021
November,Montana,System Operations,44.0,,2021-11-04 21:34:00,2021-11-04 22:57:00,1.38,2021
November,Pennsylvania,Suspicious Activity,0.0,0.0,2021-11-06 06:45:00,2021-11-06 07:00:00,0.25,2021
November,Washington,Suspicious Activity,,350.0,2021-11-06 08:40:00,2021-11-06 08:41:00,0.02,2021
November,Washington,System Operations,9.0,,2021-11-08 22:53:00,2021-11-08 23:33:00,0.67,2021
November,Mississippi,System Operations,,,2021-11-09 18:00:00,2021-11-09 20:00:00,2.0,2021
November,Indiana,Vandalism,0.0,0.0,2021-11-09 08:50:00,2021-11-09 16:00:00,7.17,2021
November,Texas,Transmission Interruption,0.0,0.0,2021-11-10 21:19:00,2021-11-11 01:19:00,4.0,2021
November,New York,Transmission Interruption,0.0,0.0,2021-11-10 09:49:00,2021-11-10 10:05:00,0.27,2021
November,Texas,System Operations,67.0,,2021-11-11 05:52:00,2021-11-11 06:09:00,0.28,2021
November,Oregon,Vandalism,0.0,0.0,2021-11-12 07:00:00,2021-11-12 07:14:00,0.23,2021
November,Colorado,Suspicious Activity,0.0,0.0,2021-11-15 11:47:00,,,2021
November,Washington,Severe Weather,,90000.0,2021-11-15 11:00:00,2021-11-17 06:00:00,43.0,2021
November,California,Suspicious Activity,0.0,0.0,2021-11-16 00:42:00,2021-11-16 07:35:00,6.88,2021
November,Maryland,System Operations,0.0,0.0,2021-11-16 17:37:00,2021-11-16 18:21:00,0.73,2021
November,Michigan,System Operations,0.0,0.0,2021-11-17 12:43:00,2021-11-17 13:25:00,0.7,2021
November,Colorado,Vandalism,0.0,0.0,2021-11-17 13:12:00,,,2021
November,Wisconsin,Cyber Event,0.0,0.0,2021-11-21 10:00:00,2021-11-21 10:01:00,0.02,2021
November,California,Severe Weather,,81406.0,2021-11-24 10:00:00,2021-11-26 10:21:00,48.35,2021
November,North Carolina,System Operations,0.0,0.0,2021-11-30 06:46:00,2021-11-30 06:47:00,0.02,2021
November,Texas,Suspicious Activity,0.0,0.0,2021-11-30 06:52:00,2021-11-30 07:25:00,0.55,2021
November,California,System Operations,10.0,6000.0,2021-11-30 13:47:00,2021-11-30 14:21:00,0.57,2021
November,Oregon,Vandalism,0.0,0.0,2021-11-30 05:00:00,2021-11-30 05:01:00,0.02,2021
December,Wisconsin,System Operations,0.0,0.0,2021-12-01 10:04:00,2021-12-01 13:08:00,3.07,2021
December,Texas,System Operations,0.0,0.0,2021-12-02 10:33:00,2021-12-02 13:10:00,2.62,2021
December,Indiana,Transmission Interruption,0.0,0.0,2021-12-07 14:33:00,2021-12-07 15:40:00,1.12,2021
December,New York,System Operations,0.0,0.0,2021-12-08 09:04:00,2021-12-08 09:35:00,0.52,2021
December,Idaho,Vandalism,0.0,0.0,2021-12-10 12:06:00,2021-12-10 13:07:00,1.02,2021
December,Tennessee,Severe Weather,177.0,107344.0,2021-12-11 03:13:00,2021-12-15 15:30:00,108.28,2021
December,New York,Severe Weather,,103000.0,2021-12-11 18:16:00,2021-12-13 17:00:00,46.73,2021
December,Michigan,Severe Weather,,182410.0,2021-12-11 11:13:00,2021-12-12 23:06:00,35.88,2021
December,Michigan,Severe Weather,,159947.0,2021-12-11 10:30:00,2021-12-11 15:00:00,4.5,2021
December,Louisiana,Vandalism,36.0,,2021-12-12 06:14:00,2021-12-12 06:40:00,0.43,2021
December,California,Severe Weather,120.0,65994.0,2021-12-14 07:28:00,2021-12-14 13:43:00,6.25,2021
December,Washington,System Operations,0.0,0.0,2021-12-14 09:39:00,2021-12-14 09:48:00,0.15,2021
December,Kansas,Severe Weather,,174000.0,2021-12-15 19:00:00,2021-12-16 03:00:00,8.0,2021
December,Iowa,Severe Weather,,134000.0,2021-12-15 18:00:00,2021-12-16 09:00:00,15.0,2021
December,Missouri,Severe Weather,0.0,258000.0,2021-12-15 16:37:00,2021-12-16 11:30:00,18.88,2021
December,Wisconsin,Severe Weather,,80000.0,2021-12-15 20:00:00,,,2021
December,Wisconsin,Severe Weather,,156000.0,2021-12-15 20:00:00,,,2021
December,Iowa,Severe Weather,,,2021-12-15 21:00:00,,,2021
December,Nebraska,System Operations,5.0,,2021-12-15 15:56:00,2021-12-15 17:27:00,1.52,2021
December,Missouri,Severe Weather,,,2021-12-15 16:37:00,,,2021
December,Michigan,Severe Weather,,200675.0,2021-12-16 06:00:00,2021-12-16 20:00:00,14.0,2021
December,California,Suspicious Activity,10.0,11770.0,2021-12-18 13:04:00,2021-12-18 21:59:00,8.92,2021
December,Texas,Suspicious Activity,0.0,0.0,2021-12-19 20:48:00,2021-12-19 21:00:00,0.2,2021
December,Texas,System Operations,22.0,,2021-12-21 21:59:00,2021-12-22 14:15:00,16.27,2021
December,Pennsylvania,Suspicious Activity,0.0,0.0,2021-12-23 01:10:00,2021-12-23 01:15:00,0.08,2021
December,Massachusetts,System Operations,0.0,0.0,2021-12-23 14:02:00,2021-12-23 14:55:00,0.88,2021
December,Texas,System Operations,,,2021-12-24 00:34:00,2021-12-24 06:40:00,6.1,2021
December,California,Severe Weather,381.0,115830.0,2021-12-27 04:11:00,2022-01-01 02:41:00,118.5,2021
December,California,System Operations,120.0,65994.0,2021-12-27 21:01:00,2021-12-30 09:11:00,60.17,2021
December,Nevada,System Operations,0.0,0.0,2021-12-29 11:00:00,2021-12-29 12:00:00,1.0,2021
December,Missouri,Vandalism,0.0,0.0,2021-12-30 18:51:00,,,2021
January,Washington,System Operations,0.0,0.0,2022-01-01 12:36:00,2022-01-01 14:12:00,1.6,2022
January,Washington,System Operations,0.0,0.0,2022-01-01 12:36:00,2022-01-02 19:43:00,31.12,2022
January,Georgia,Vandalism,0.0,0.0,2022-01-01 01:01:00,,,2022
January,New Hampshire,Suspicious Activity,2.0,845.0,2022-01-01 00:06:00,2022-01-01 05:51:00,5.75,2022
January,California,Severe Weather,3.0,1706.0,2022-01-02 13:21:00,2022-01-02 17:38:00,4.28,2022
January,Washington,Vandalism,0.0,0.0,2022-01-03 12:45:00,2022-01-03 12:46:00,0.02,2022
January,South Carolina,Severe Weather,,60424.0,2022-01-03 05:00:00,2022-01-04 18:00:00,37.0,2022
January,North Carolina,Severe Weather,,142000.0,2022-01-03 05:30:00,2022-01-04 12:30:00,31.0,2022
